年月日	時刻	ユーザコード	処理内容
2016/02/23	12:15:13	282	User selects mode ALL and open form to create new a fertilizer map
2016/02/23	12:15:13	282	User clicks on a layer
2016/02/23	12:15:18	282	Specify condition to create fertilizer map
2016/02/23	12:15:24	282	User logout
2016/02/23	12:15:51	282	User login to application
2016/02/23	12:15:52	282	User opens initial screen
2016/02/23	12:15:53	282	User clicks on a layer
2016/02/23	12:15:57	282	User opens initial screen
2016/02/23	12:15:58	282	User clicks on a layer
2016/02/23	12:16:04	282	User selects mode ALL and open form to create new a fertilizer map
2016/02/23	12:16:04	282	User clicks on a layer
2016/02/23	12:16:09	282	Specify condition to create fertilizer map
2016/02/23	12:17:31	282	User opens initial screen
2016/02/23	12:17:32	282	User clicks on a layer
2016/02/23	12:17:38	282	User logout
2016/02/23	12:17:51	282	User login to application
2016/02/23	12:17:51	282	User opens initial screen
2016/02/23	12:17:52	282	User clicks on a layer
2016/02/23	12:18:00	282	User selects mode ALL and open form to create new a fertilizer map
2016/02/23	12:18:00	282	User clicks on a layer
2016/02/23	12:18:06	282	Specify condition to create fertilizer map
2016/02/23	12:21:15	282	User opens initial screen
2016/02/23	12:21:25	282	User clicks on a layer
2016/02/23	12:21:36	282	User selects mode ALL and open form to create new a fertilizer map
2016/02/23	12:21:36	282	User clicks on a layer
2016/02/23	12:21:45	282	Specify condition to create fertilizer map
2016/02/23	12:25:06	282	User opens initial screen
2016/02/23	12:25:21	282	User clicks on a layer
2016/02/23	12:25:37	282	User selects mode ALL and open form to create new a fertilizer map
2016/02/23	12:25:37	282	User clicks on a layer
2016/02/23	12:25:50	282	Specify condition to create fertilizer map
2016/02/23	12:26:00	282	Open specified screen to create conditions for fertilizer map 
2016/02/23	12:53:00	282	User logout
2016/02/23	12:53:55	282	User login to application
2016/02/23	12:53:55	282	User opens initial screen
2016/02/23	12:53:57	282	User clicks on a layer
2016/02/23	12:54:06	282	User selects mode ALL and open form to create new a fertilizer map
2016/02/23	12:54:06	282	User clicks on a layer
2016/02/23	12:54:14	282	Specify condition to create fertilizer map
2016/02/23	12:54:16	282	Open specified screen to create conditions for fertilizer map 
2016/02/23	12:54:30	282	User logout
2016/02/23	12:54:43	280	User login to application
2016/02/23	12:54:43	280	User opens initial screen
2016/02/23	12:54:45	280	User clicks on a layer
2016/02/23	12:55:17	280	Upload a fertility map
2016/02/23	12:55:27	280	Update layer
2016/02/23	12:55:55	280	Update layer information
2016/02/23	12:56:00	280	User logout
2016/02/23	12:56:12	282	User login to application
2016/02/23	12:56:12	282	User opens initial screen
2016/02/23	12:56:13	282	User clicks on a layer
2016/02/23	12:56:16	282	User clicks on a layer
2016/02/23	12:56:27	282	User selects mode ALL and open form to create new a fertilizer map
2016/02/23	12:56:27	282	User clicks on a layer
2016/02/23	12:56:34	282	Specify condition to create fertilizer map
2016/02/23	12:56:37	282	Open specified screen to create conditions for fertilizer map 
2016/02/23	13:15:14	282	User selects mode ALL and open form to create new a fertilizer map
2016/02/23	13:15:14	282	User clicks on a layer
2016/02/23	13:16:55	282	Specify condition to create fertilizer map
2016/02/23	13:16:58	282	Open specified screen to create conditions for fertilizer map 
