年月日	時刻	ユーザコード	処理内容
2016/02/10	08:52:15	NULL	User doesn't agree with term of use
2016/02/10	08:52:15	158	Guest login to application
2016/02/10	08:52:18	158	User agrees with term of use
2016/02/10	08:52:18	158	User opens initial screen
2016/02/10	08:52:31	158	User logout
2016/02/10	08:59:36	NULL	User doesn't agree with term of use
2016/02/10	08:59:36	158	Guest login to application
2016/02/10	08:59:39	158	User agrees with term of use
2016/02/10	08:59:39	158	User opens initial screen
2016/02/10	08:59:49	158	User logout
2016/02/10	09:11:06	NULL	User doesn't agree with term of use
2016/02/10	09:11:06	158	Guest login to application
2016/02/10	09:11:10	158	User doesn't agree with term of use
2016/02/10	10:00:45	7	User login to application
2016/02/10	10:00:45	7	User opens initial screen
2016/02/10	10:52:28	7	User opens initial screen
2016/02/10	10:52:29	7	User opens initial screen
2016/02/10	12:54:00	7	User login to application
2016/02/10	12:54:00	7	User opens initial screen
2016/02/10	13:14:23	7	User opens initial screen
2016/02/10	13:16:41	7	Administrator registers a new user
2016/02/10	13:17:04	7	User logout
2016/02/10	13:17:38	280	User login to application
2016/02/10	13:17:43	280	User doesn't agree with term of use
2016/02/10	13:18:07	280	User login to application
2016/02/10	13:18:11	280	User doesn't agree with term of use
2016/02/10	13:18:49	280	User login to application
2016/02/10	13:18:53	280	User doesn't agree with term of use
2016/02/10	13:22:13	280	User login to application
2016/02/10	13:22:14	280	User doesn't agree with term of use
2016/02/10	13:22:28	280	User login to application
2016/02/10	13:22:31	280	User agrees with term of use
2016/02/10	13:22:31	280	User opens initial screen
2016/02/10	14:04:27	280	User opens initial screen
2016/02/10	14:10:35	280	User opens initial screen
2016/02/10	14:15:18	280	User opens initial screen
2016/02/10	14:17:28	280	User opens initial screen
2016/02/10	14:18:41	280	User opens initial screen
2016/02/10	14:20:02	280	User opens initial screen
2016/02/10	14:25:22	280	User opens initial screen
2016/02/10	14:27:43	280	User opens initial screen
2016/02/10	14:28:54	280	User logout
2016/02/10	14:29:05	280	User login to application
2016/02/10	14:29:05	280	User opens initial screen
2016/02/10	14:29:45	280	User opens initial screen
2016/02/10	14:29:49	280	User logout
2016/02/10	14:30:10	7	User login to application
2016/02/10	14:30:10	7	User opens initial screen
2016/02/10	14:32:07	7	User opens initial screen
2016/02/10	14:35:59	280	User login to application
2016/02/10	14:35:59	280	User opens initial screen
2016/02/10	14:36:51	280	Upload a fertility map
2016/02/10	14:37:20	280	Upload a fertility map
2016/02/10	14:37:34	280	Update layer
2016/02/10	14:37:39	280	Update layer
2016/02/10	14:40:18	280	Administrator registers a new user
2016/02/10	14:40:53	280	Move layer to bin folder
2016/02/10	14:41:02	280	Move layer to bin folder
2016/02/10	14:41:24	280	Upload a fertility map
2016/02/10	14:42:16	280	User logout
2016/02/10	14:42:28	281	User login to application
2016/02/10	14:42:34	281	User agrees with term of use
2016/02/10	14:42:34	281	User opens initial screen
2016/02/10	14:42:44	281	User logout
2016/02/10	14:42:54	280	User login to application
2016/02/10	14:42:54	280	User opens initial screen
2016/02/10	14:42:57	280	User clicks on a layer
2016/02/10	14:43:06	280	Update layer
2016/02/10	14:43:08	280	User logout
2016/02/10	14:43:22	281	User login to application
2016/02/10	14:43:22	281	User opens initial screen
2016/02/10	14:43:47	281	User selects mode ALL and open form to create new a fertilizer map
2016/02/10	14:43:47	281	User clicks on a layer
2016/02/10	14:44:10	281	Specify condition to create fertilizer map
2016/02/10	14:44:12	281	Open specified screen to create conditions for fertilizer map 
2016/02/10	14:45:50	281	Create new a layer
2016/02/10	14:45:50	281	Specify condition to create fertilizer map
2016/02/10	14:45:54	281	User clicks on a layer
2016/02/10	14:46:17	281	User exports fertilizer map to PDF file
2016/02/10	14:54:11	281	User opens initial screen
2016/02/10	14:54:12	281	User clicks on a layer
2016/02/10	14:55:10	281	Create a record for history of download fertilizer map
2016/02/10	14:55:11	281	Download fertilizer map
2016/02/10	14:55:36	281	Create a record for history of download fertilizer map
2016/02/10	14:55:36	281	Download fertilizer map
2016/02/10	16:37:27	281	User logout
2016/02/10	16:37:49	280	User login to application
2016/02/10	16:37:49	280	User opens initial screen
2016/02/10	16:37:52	280	User clicks on a layer
2016/02/10	16:38:39	280	Upload a fertility map
2016/02/10	16:39:04	280	Update layer
2016/02/10	16:39:08	280	User logout
